names,scores,logfoldchanges,pvals,pvals_adj
SPARC,16.595821,2.2483475,7.471517631517728e-62,2.5057975832584155e-57
A2M,14.705448,1.8810176,5.947564442924682e-49,9.973470814340398e-45
COL4A1,14.546337,2.2342916,6.161521339065347e-48,6.888170088985787e-44
TIMP3,14.337078,2.0885031,1.283461734689172e-46,1.0761184914501362e-42
COL4A2,14.041416,1.9765813,8.69569390728836e-45,5.83272364525274e-41
MYLK,13.993043,2.2511876,1.7189725467581246e-44,9.608483545528997e-41
ACTA2,13.943486,1.9328289,3.4468183310856017e-44,1.6514199026849844e-40
CALD1,13.661569,1.9678981,1.7223313036759452e-42,7.220443407835482e-39
POSTN,13.497285,2.0876396,1.622461535433859e-41,6.046012775042306e-38
FN1,13.318962,1.9051398,1.7958764986971634e-40,6.023010601330546e-37
TPM1,13.194579,1.7315763,9.428023539176515e-40,2.8745186677900176e-36
IGFBP5,13.075516,1.9590359,4.54468225871919e-39,1.2701629466077018e-35
APP,13.043793,2.0743182,6.894064578527792e-39,1.778562598728193e-35
COL3A1,12.997783,1.9287499,1.259413923509362e-38,3.01701601190407e-35
GSN,12.8606415,1.5873644,7.495173963190355e-38,1.675820962516521e-34
NPC2,12.680151,1.652878,7.618471178189001e-37,1.596926789838142e-33
ACTB,12.670447,0.93758047,8.622174164245408e-37,1.7010028065909557e-33
COL1A2,12.642122,1.8696774,1.236704048948311e-36,2.304254466312692e-33
SGK1,12.531778,2.079385,5.002801745847034e-36,8.830734997485149e-33
BGN,12.415475,1.6926944,2.154060669946107e-35,3.612144337432627e-32
HTRA3,12.3849325,1.8505036,3.153483810158953e-35,5.03626381071957e-32
PDGFRB,12.207103,1.8118267,2.8485410619121856e-34,4.342471369745949e-31
CST1,12.022129,2.3992383,2.7187424963054476e-33,3.9643993843953086e-30
TPM2,11.993706,1.5663809,3.833620515661527e-33,5.357165202260679e-30
S100A11,11.976416,1.1537607,4.723074294839483e-33,6.057976674609348e-30
IGFBP7,11.974494,1.5543954,4.8337615464469344e-33,6.057976674609348e-30
COL1A1,11.973755,1.8156264,4.877016226801014e-33,6.057976674609348e-30
KRT14,11.937253,1.9054067,7.568128821800556e-33,9.06499658662668e-30
NOTCH3,11.901244,1.6839532,1.1659617326212781e-32,1.3484146409880147e-29
KRT5,11.8951845,1.8851501,1.2537516338562396e-32,1.4016107432090187e-29
MYL9,11.86755,1.4642297,1.7450406529720055e-32,1.8879088199798425e-29
TNC,11.810408,2.1781178,3.4488584824060856e-32,3.614619243216728e-29
COL6A1,11.804595,1.5996366,3.69567318803887e-32,3.755923860013565e-29
VIM,11.763512,1.4979964,6.017838181311859e-32,5.936066380142268e-29
ITM2B,11.6988325,1.3723804,1.2921924326736838e-31,1.2382157087717145e-28
IGFBP3,11.6707535,2.041577,1.7982263143340574e-31,1.6752476147259895e-28
MT1E,11.65898,1.5842433,2.0649981836790354e-31,1.871781326600743e-28
MFGE8,11.654055,1.4667046,2.1879533417049385e-31,1.931041557213164e-28
TUBA1A,11.639375,1.5203875,2.599134663202475e-31,2.235122521397041e-28
LUM,11.5810995,1.7268281,5.138262099995176e-31,4.308175857740955e-28
LGALS3,11.518342,1.5009267,1.0664349557486464e-30,8.723437938023928e-28
MGST3,11.483711,1.5082763,1.5929229754404804e-30,1.2424058314028565e-27
ITGB1,11.447604,1.5029736,2.4173581533798995e-30,1.8425763124557968e-27
B2M,11.430904,0.99017423,2.930407016246133e-30,2.1839997891302846e-27
RGS5,11.398589,2.320665,4.249481067233549e-30,3.0982412181060602e-27
ANXA5,11.3610525,1.5406657,6.535214587571229e-30,4.663362273148168e-27
KRT17,11.303763,1.6351507,1.2571323358668707e-29,8.783688391729816e-27
LTBP2,11.262433,1.986246,2.0112701950177603e-29,1.3766118326633803e-26
CD59,11.228247,1.473149,2.9630006533391316e-29,1.9484924688566234e-26
MRC2,11.22534,1.5536606,3.062056161945145e-29,1.9749084530637744e-26
MYL12A,11.219577,1.4615695,3.2683091919345896e-29,2.068161390171741e-26
ACTN1,11.196325,1.5726372,4.249966962247746e-29,2.639544295923424e-26
MT2A,11.174208,1.1877569,5.453478506419268e-29,3.3254320390598074e-26
GAS6,11.136327,1.4159203,8.349264724786315e-29,4.9113529444420184e-26
SERPINH1,11.135588,1.4484117,8.418799560166166e-29,4.9113529444420184e-26
PDLIM7,11.134799,1.5800977,8.493603398462551e-29,4.9113529444420184e-26
DKK3,11.093617,2.369884,1.3472681640863548e-28,7.658420285953926e-26
THBS4,11.089233,1.8805462,1.414951048914589e-28,7.909104713082914e-26
MT1X,11.080564,1.652012,1.5588825592865352e-28,8.570787421860953e-26
ID3,11.000269,1.5050238,3.8099411770678555e-28,2.0609323741371248e-25
DST,10.960565,1.6668546,5.912911089781931e-28,3.147733525858832e-25
FSTL1,10.95022,1.570379,6.628627559671858e-28,3.4736079858792928e-25
SULF1,10.946821,2.0107563,6.882053030335016e-28,3.550927608175012e-25
ANXA1,10.944851,1.5184753,7.033342436750111e-28,3.574003615814019e-25
SCPEP1,10.9278555,1.9966934,8.482906034045705e-28,4.2462642174600715e-25
MMP11,10.915196,2.3047957,9.751875358611223e-28,4.809682290839752e-25
TPM4,10.885984,1.3988342,1.344380745508597e-27,6.441120206123904e-25
STOM,10.818892,1.6667867,2.801446293212185e-27,1.3233085321373277e-24
SAT1,10.790222,1.4447638,3.8286346575834265e-27,1.7833992936949023e-24
TMSB4X,10.776232,1.1545093,4.457737937331369e-27,2.0479947252358832e-24
COL5A2,10.619141,1.7867842,2.4278692334310352e-26,1.0856783780108008e-23
TIMP1,10.61387,1.1931791,2.5688551448721693e-26,1.133608734851616e-23
TGFB1I1,10.5903225,1.6969198,3.304502628707212e-26,1.4393040150854866e-23
GPNMB,10.571259,1.8507458,4.050203766158453e-26,1.741483768069515e-23
COL5A1,10.560274,1.8909879,4.5533125573071315e-26,1.9330252727464122e-23
MYH9,10.551111,1.3517486,5.019971080859418e-26,2.1044973763732894e-23
TPT1,10.504511,1.1231104,8.234847893285885e-26,3.40963368697558e-23
ACTG1,10.500324,1.0282648,8.608428607462406e-26,3.520847300452124e-23
CTSB,10.482393,1.2722044,1.040763775311524e-25,4.2054380116142045e-23
RHOA,10.446679,1.352055,1.517458976634534e-25,6.058635614091548e-23
PLPP1,10.441753,2.1371105,1.5983140301291537e-25,6.306383052055478e-23
LBH,10.298011,1.7250124,7.193329869869232e-25,2.805231362507841e-22
PALLD,10.204662,1.7829175,1.8897762154011425e-24,7.284978702542932e-22
ISLR,10.187224,1.4115156,2.2612922783913124e-24,8.618093230987254e-22
CNN3,10.184465,1.6433513,2.3263507934556582e-24,8.766421675383805e-22
CSRP1,10.1655,1.2425554,2.82667752911706e-24,1.0533456774614217e-21
PHLDB1,10.149638,1.4064437,3.325941912537776e-24,1.225774064425186e-21
CXCL14,10.147668,1.7590544,3.3937672610484705e-24,1.237175721750474e-21
RPS27L,10.114515,1.3289213,4.7636842871199596e-24,1.717897243241174e-21
MCAM,10.089984,1.9698203,6.117968376903132e-24,2.1828130151550772e-21
MYH11,10.086388,2.4732454,6.346205978076809e-24,2.2404111167656845e-21
SERPING1,10.079984,1.2667965,6.77372884536962e-24,2.366430396000066e-21
COL6A3,10.023974,1.5129329,1.1959452387886564e-23,4.135011486442677e-21
CTNNB1,10.010034,1.5337663,1.3770540280508102e-23,4.665013938663442e-21
CAVIN1,10.000083,1.2518885,1.5226902341566718e-23,5.091570382628037e-21
CTGF,9.999393,1.4752424,1.5333311725369185e-23,5.091570382628037e-21
TM4SF1,9.987127,1.9193859,1.7353734314346256e-23,5.705975896417105e-21
GNG11,9.933631,1.7912776,2.972312029301464e-23,9.67819425618568e-21
ACTG2,9.916685,1.8443235,3.5226106671706137e-23,1.1359741976496928e-20
TLN1,9.913286,1.2587236,3.6445734994347003e-23,1.1641114859432474e-20
COL6A2,9.911759,1.3486463,3.70072073740078e-23,1.1708940763296921e-20
MXRA5,9.871563,1.6910664,5.529642550738856e-23,1.7332070267913997e-20
PMP22,9.855947,1.4885793,6.460480043975524e-23,2.006218330693066e-20
KRT6B,9.840331,2.2870936,7.546188459520817e-23,2.3218721885817354e-20
HTRA1,9.7823515,1.4466677,1.3405877395668031e-22,4.087330146326495e-20
COL16A1,9.774914,1.4846932,1.4428068953579004e-22,4.3593565456318255e-20
COMT,9.767081,1.1769565,1.5587849789678406e-22,4.6677259486270924e-20
COL17A1,9.732106,2.2453868,2.199904500046832e-22,6.529238683413332e-20
TIMP2,9.702746,1.2342492,2.9348929241129804e-22,8.633893244648304e-20
RPL12,9.70186,1.038648,2.9605156035975754e-22,8.633893244648304e-20
FBXO32,9.659496,1.7896066,4.480629515149839e-22,1.2954426955094423e-19
TAGLN,9.649546,1.1470042,4.937414088573155e-22,1.4153076384834742e-19
ITGA3,9.607625,1.4446586,7.424188315732557e-22,2.1101053197715128e-19
ARPC2,9.597379,1.2440673,8.200355096469794e-22,2.3111219262638986e-19
THY1,9.580778,1.2975316,9.63169527549973e-22,2.691898301247583e-19
DCN,9.568708,1.3040049,1.0824905666620281e-21,3.0003775722901734e-19
CTSL,9.557083,1.3278388,1.2112201053557698e-21,3.329663925690312e-19
CALML3,9.547084,1.7445328,1.3339881281188238e-21,3.63734096267066e-19
OLFML2B,9.542355,1.9359251,1.396257238659313e-21,3.776425425012584e-19
NGFR,9.476838,1.6845114,2.6210516870214797e-21,7.032386518346111e-19
CHI3L1,9.466789,1.8544581,2.885787446664554e-21,7.68123328462189e-19
SFRP2,9.465508,1.3827702,2.9213745368084865e-21,7.714729072085278e-19
FHL2,9.453882,2.1727471,3.264905015355611e-21,8.55456128164035e-19
ZYX,9.367923,1.1339072,7.397386971641886e-21,1.9232059244567874e-18
MCL1,9.363834,1.1957215,7.689436409537429e-21,1.983756294638971e-18
CD81,9.35147,1.0991772,8.643796456492908e-21,2.212943859220299e-18
LYZ,9.345066,1.3903409,9.183213048447082e-21,2.3332318122637747e-18
VCAN,9.343835,1.5614415,9.290699939188753e-21,2.342793192184304e-18
HSPG2,9.321668,1.2042274,1.1452622477659001e-20,2.8664033780278177e-18
AEBP1,9.317234,1.216094,1.1941280889051023e-20,2.9665679885703202e-18
ANO1,9.304524,1.7947001,1.3459302692095405e-20,3.3191036300551153e-18
CDH3,9.290731,2.1452608,1.5323126233529127e-20,3.751146041022627e-18
FLNA,9.278318,1.1271937,1.7217490048597647e-20,4.184349139491796e-18
CLIC4,9.261964,1.474581,2.0070670019730474e-20,4.842662813825329e-18
LAMB3,9.259894,2.044547,2.0463408644777637e-20,4.902155708061089e-18
YWHAH,9.250239,1.5241702,2.2399010202054095e-20,5.3277872635212076e-18
TRIM29,9.19162,2.273519,3.8697063999737084e-20,9.139592481853397e-18
TACSTD2,9.172752,1.5900499,4.6109115254697433e-20,1.0814038513370927e-17
GPC1,9.1696005,1.4439713,4.747771368289763e-20,1.1057691399284866e-17
MYL12B,9.164576,1.2422465,4.974236081693841e-20,1.1505236531575727e-17
THBS2,9.159157,1.6922612,5.2304375679019906e-20,1.2014959941938148e-17
C1QB,9.156546,1.2495028,5.3584941469461026e-20,1.2225386170086964e-17
