names,scores,logfoldchanges,pvals,pvals_adj
B2M,26.909775,1.7218941,1.687708102316159e-159,5.660235433547934e-155
TMSB4X,26.689512,2.0145094,6.229977001565825e-157,1.0447048433925732e-152
EEF1A1,26.07345,1.4185398,7.295038239199526e-150,8.155366415542458e-146
HLA-B,25.31171,1.6404766,2.3739681009442697e-141,1.990453554236723e-137
RPS12,25.209425,1.5482348,3.157508359361995e-140,2.1179303071256515e-136
TPT1,23.909307,1.7280971,2.450856561216206e-126,1.2718736066881443e-122
RPS15A,23.905972,1.6590526,2.6546351144424266e-126,1.2718736066881443e-122
TXNIP,23.883883,2.5321944,4.504359724872393e-126,1.8883402056596286e-122
RPS4X,23.618853,1.7648436,2.4675672543803266e-123,9.1952522863786e-120
CD52,23.438923,2.6911132,1.7146950612026532e-121,5.227949360237689e-118
RPL11,23.328987,1.6783086,2.2525424041747275e-120,6.295480595934335e-117
RPL34,23.106096,1.5859518,4.020702610568314e-118,1.0372794165633855e-114
TRBC2,23.077768,3.0297022,7.743186120213504e-118,1.8549355435694322e-114
RPL32,22.801086,1.380762,4.472798424909275e-115,1.0000580904973818e-111
RPS27A,22.698055,1.4317824,4.682499140396351e-114,9.815103510663301e-111
RPS8,22.670357,1.3788905,8.788050130330322e-114,1.7337272074765783e-110
HLA-DRA,22.57682,2.2385576,7.323083401045472e-113,1.292639847917174e-109
RPS3A,22.389633,1.611219,4.966690534349304e-111,7.932041292428903e-108
CXCR4,22.284798,2.8227572,5.1891168288975886e-110,7.910572736707606e-107
CD74,22.187809,1.398966,4.504050979835618e-109,6.567689641814216e-106
RPS6,21.621183,1.6512066,1.1353001035303798e-103,1.5035547814503554e-100
RPL21,21.619967,1.9338466,1.1656158482231869e-103,1.5035547814503554e-100
TRAC,21.510855,3.265532,1.2321206695373467e-102,1.5304764079608715e-99
ARHGDIB,21.416496,2.3085248,9.378417963962743e-102,1.1233335059835088e-98
ACTB,21.08814,1.2424225,1.0219883293566394e-98,1.1056595029020313e-95
RPS23,21.018265,1.4327824,4.464629626702774e-98,4.679210888136176e-95
RPL26,20.373718,1.8433831,2.8610985204463675e-92,2.8222212405508903e-89
TRBC1,20.339937,2.6059036,5.7003720810890234e-92,5.4622593958732476e-89
HLA-DPA1,20.101547,2.168013,7.1528314816421816e-90,6.4835584386842025e-87
TSC22D3,19.905493,2.1410182,3.646943825379574e-88,3.2187158425152673e-85
RPS13,19.724463,1.4368511,1.3296110073111278e-86,1.114812349080015e-83
RPS27,19.714262,1.0986545,1.6267080732204226e-86,1.3306472038943057e-83
RPL12,19.673145,1.4693617,3.663427332508836e-86,2.9253339494686034e-83
BTG1,19.664474,2.259109,4.3465528163008725e-86,3.390109031467411e-83
RAC2,19.636734,2.4835424,7.50728016112323e-86,5.72225368281252e-83
CD53,19.501728,2.8751178,1.061345002723244e-84,7.910086378073811e-82
RPS7,19.393951,1.3449783,8.680593227429186e-84,6.328907296989566e-81
IL7R,19.371822,3.0513573,1.3344928448271145e-83,9.522600219108887e-81
SRGN,19.324152,2.2923553,3.364643848817283e-83,2.3509046958673763e-80
RPL37,19.314108,1.3208995,4.087288791732314e-83,2.7975406427983338e-80
RPS29,19.178553,1.5514067,5.591519390929982e-82,3.6770270065296026e-79
RPL9,19.072227,1.3266658,4.296146758066576e-81,2.7708494225391694e-78
RPL22,19.060183,1.688776,5.4086517664052535e-81,3.422554017767913e-78
LIMD2,18.96802,2.1469793,3.1349573127573755e-80,1.9470407102825343e-77
HLA-DQA1,18.92694,2.3285398,6.842195598850292e-80,4.172246472622565e-77
S100A4,18.882566,2.091842,1.5868394987542277e-79,9.503468412360587e-77
ZFP36L2,18.813787,1.9895834,5.82243609863894e-79,3.4258396820377686e-76
COTL1,18.788443,2.2869592,9.389427192706991e-79,5.4293553308449497e-76
GMFG,18.779694,2.3363543,1.1071733490232248e-78,6.293623691447611e-76
HLA-F,18.743048,2.0639555,2.206186834417975e-78,1.233184900878501e-75
PTPRC,18.730806,2.6741135,2.776740642828782e-78,1.5266611094949457e-75
IL2RG,18.583952,2.8644621,4.333834447970599e-77,2.3443248341296444e-74
LCP1,18.497086,2.51768,2.1794155147713483e-76,1.1602101195936743e-73
RPL35A,18.344975,1.4854693,3.6210099032121927e-75,1.8683296943681618e-72
RGS1,18.312017,2.0864043,6.636564001357811e-75,3.372380052689974e-72
CD3D,18.04118,2.9522653,9.254635366704752e-73,4.632566581023044e-70
RPS25,17.83873,1.4324132,3.5364602109581597e-71,1.7442029787516875e-68
ITGB2,17.802006,2.1023486,6.818247830690493e-71,3.3140637064593875e-68
IL32,17.794199,1.915559,7.838132101246285e-71,3.755361063022827e-68
CORO1A,17.66849,1.9340918,7.333317278213512e-70,3.464011195446828e-67
CD3E,17.539682,2.9200616,7.13240067333445e-69,3.322311858087372e-66
CD48,17.506216,2.74796,1.2845434941597152e-68,5.901509548921717e-66
LSP1,17.476555,2.0355122,2.161725731388799e-68,9.797291564772642e-66
TRAF3IP3,17.399027,3.132724,8.391627755397618e-68,3.7525121554736713e-65
RPL5,17.142197,1.506245,7.188240688226132e-66,3.130898911710753e-63
