names,scores,logfoldchanges,pvals,pvals_adj
RPL8,28.395721,1.0065247,2.2836531908554434e-177,7.658916071490986e-173
RPL18,27.838844,1.1170436,1.4701316672036115e-170,2.465263792733736e-166
IGLC3,27.250364,2.7118227,1.645441350125682e-163,1.8394937333505043e-159
SERF2,26.941437,0.94487566,7.186866043447962e-160,6.025827834128944e-156
H2AFJ,25.888853,1.648341,8.891869754762769e-148,4.970258797253896e-144
RPL18A,25.747746,1.0771742,3.416340313976515e-146,1.6368174492877765e-142
LY6E,24.5159,1.3460251,9.997803405669711e-133,3.725625895770564e-129
CTSD,24.426651,1.2541708,8.912319951720888e-132,2.9890138654081516e-128
RPLP1,24.307665,0.602531,1.626608143369415e-130,4.959380355665767e-127
RPS9,24.228994,1.0346864,1.1011304415123456e-129,2.840747134418542e-126
RPS15,24.092045,0.87836796,3.028808800864802e-128,7.255727825957409e-125
MDK,22.446259,1.2697468,1.392082179749226e-111,2.3343826072214772e-108
IGLC2,22.412594,1.8326385,2.9664005692199363e-111,4.7374829662142014e-108
RPL36,22.09705,0.8566378,3.3741052461747782e-108,5.1436700793731686e-105
FAU,21.738226,0.75821286,8.928283652786392e-105,1.1516799121044232e-101
RPL35,21.07969,0.7965821,1.2217655418653722e-98,1.2804866482212765e-95
RPL28,20.51127,0.6219278,1.7077528652242063e-93,1.3969418437534008e-90
MYL6,20.07065,0.5627845,1.3324868769010095e-89,8.594027861058857e-87
GPX4,18.995846,0.73934215,1.8458915782041435e-80,6.728812044311016e-78
EEF1D,18.993252,0.75523853,1.9394062900351297e-80,6.919554059063637e-78
RPS28,18.675676,0.6035197,7.809428153928368e-78,2.338505369879014e-75
ELOB,17.95271,0.8542466,4.570570774955389e-72,1.0018810630748616e-69
RPS3,17.636663,0.54075325,1.288462437156363e-69,2.3358082820189246e-67
FTL,17.40205,0.52925503,7.960158063365825e-68,1.2475129959306686e-65
RPL13,17.240852,0.6281897,1.3109160958711185e-66,1.9115436531880683e-64
GAPDH,17.233433,0.5830506,1.49036044956591e-66,2.1452235518258148e-64
RPL10,16.972641,0.5107476,1.3090991477985054e-64,1.7285262684593023e-62
RPL7A,15.524976,0.42598212,2.3509199874350352e-54,1.8728065211067983e-52
IGHG4,15.489916,1.1711369,4.0582429601219964e-54,3.194961323863181e-52
LGALS1,15.359386,0.68314147,3.064631720831566e-53,2.3096992955786305e-51
IGHG1,15.308691,1.2654403,6.689661218200302e-53,4.9746753422616797e-51
KRT8,14.731721,0.9751023,4.033039503237534e-49,2.5472707883160156e-47
CCL19,14.44415,1.5198208,2.7290156922778965e-47,1.591751796306367e-45
RPL15,13.582204,0.3018485,5.106611678185645e-42,2.3206713070865876e-40
OAZ1,13.551901,0.28220752,7.720505093775074e-42,3.499058105878762e-40
TAGLN,13.298426,0.75744146,2.363922497244749e-40,9.897781861747115e-39
NUPR1,13.218492,0.5687023,6.862622212675558e-40,2.7965810907498526e-38
S100A6,13.141817,0.48774987,1.8961710592075645e-39,7.58875715795982e-38
SNCG,12.989367,1.0147129,1.405852357711991e-38,5.3578950423800856e-37
KRT18,12.825573,0.84425503,1.1791138021599132e-37,4.243038486785318e-36
TFF1,12.5876665,1.0593009,2.4686381003426244e-36,8.093175426128145e-35
RPS19,11.827209,0.26301953,2.823723460778431e-32,7.3985966740302365e-31
RPS5,11.802827,0.11370161,3.774147364020728e-32,9.827434339637204e-31
KRT19,11.65011,0.6682852,2.29161614973364e-31,5.66786301104475e-30
BLVRB,11.5426,0.873327,8.045591852540423e-31,1.9218878885363297e-29
IGHM,10.575106,0.7816504,3.8873720156521e-26,7.035870623903947e-25
COX8A,10.469392,0.23080562,1.194074912661764e-25,2.0945023232662257e-24
IGKC,10.381341,0.7054183,3.0150921134382604e-25,5.16710062853819e-24
IGFBP4,9.705875,0.27654544,2.8462326168719874e-22,4.072395456683136e-21
IGHA1,9.491952,0.7209831,2.2674777429027977e-21,3.095102504740498e-20
RHOC,8.6168995,0.48006806,6.8791320984539575e-18,7.50284007538045e-17
RPS2,8.610946,0.003065049,7.246048658434112e-18,7.879960437956008e-17
ADIRF,8.232264,1.0805621,1.8370792654937958e-16,1.8105190833420785e-15
TFF3,8.16048,0.9464681,3.336973438417637e-16,3.228018897538238e-15
SELENOM,7.7179637,0.52402747,1.182028887364616e-14,1.0294179388323679e-13
PRDX5,7.0390716,0.39632618,1.9352529395505843e-12,1.4461789903441955e-11
HLA-A,6.9279017,0.034127947,4.2712795355312165e-12,3.111428606921067e-11
TAGLN2,6.4470325,0.00882836,1.1406153335915598e-10,7.551116671534492e-10
RARRES3,6.408745,0.18982205,1.4672239517689478e-10,9.635354786455251e-10
WFDC2,6.3697925,0.6374546,1.8928424063484306e-10,1.230035819107027e-09
VPS28,6.1137233,0.19919884,9.733298563154931e-10,6.0094876143426014e-09
IGHG2,6.0068116,1.0456197,1.8920705252872193e-09,1.1421213332808273e-08
ISG15,5.9883165,0.31947517,2.120238999931676e-09,1.275261398488317e-08
