names,scores,logfoldchanges,pvals,pvals_adj
ERBB2,17.323639,0.79945815,3.119893821302309e-67,3.487833299294562e-63
SH3GLB2,15.596985,1.3653948,7.631415899713156e-55,4.265707107409664e-51
PILRB,15.343664,1.626268,3.905144709372978e-53,1.8710106180421562e-49
KIF12,14.993519,1.5013951,8.094810870835915e-51,3.393547087326186e-47
GPC1,14.730388,1.4037994,4.113409610579282e-49,1.3795553151960796e-45
PGGHG,14.321912,1.7688198,1.5967042970193864e-46,4.462522392786349e-43
CHRD,14.126815,1.3854605,2.5962571979526892e-45,6.697944146533638e-42
MLLT6,14.018355,1.0643392,1.2037135825512744e-44,2.883581866543189e-41
RGL2,13.825403,1.1294463,1.7910610252875488e-43,3.8021403327885625e-40
TMEM132A,13.8244915,1.30789,1.813890074679975e-43,3.8021403327885625e-40
B4GALNT4,13.7268095,1.6610876,7.015573127673462e-43,1.3071571753106253e-39
TFF3,13.566721,0.5913605,6.308114653697446e-42,1.1134818381879209e-38
FMOD,13.406527,1.0446236,5.537225180686243e-41,9.28537290549276e-38
MUC1,13.050269,0.91616327,6.332325691622232e-39,9.233632132418539e-36
CD81,12.979232,0.6978331,1.604811890165407e-38,2.1243902367619675e-35
PLXNB1,12.977248,1.3703915,1.6469123428889962e-38,2.1243902367619675e-35
TRPM4,12.943258,1.3383737,2.565158649560643e-38,3.186307066257957e-35
AZGP1,12.925351,0.5129224,3.2381400878697867e-38,3.878597938106318e-35
QTRT1,12.919239,1.4175335,3.505895043314482e-38,4.054507171126934e-35
SPINT2,12.869326,0.9526588,6.698413592848623e-38,7.488379835898571e-35
ZNF692,12.768051,1.5686915,2.4726745411781214e-37,2.6751147987752206e-34
RHPN1,12.755131,1.4108344,2.918848815424583e-37,2.986913655261325e-34
ATG16L2,12.754595,1.4582164,2.9389990644529704e-37,2.986913655261325e-34
SREBF1,12.5761175,1.1410092,2.8573104167836905e-36,2.8184846105321e-33
MICALL2,12.486906,1.517221,8.801036707394967e-36,8.433404831217496e-33
IGFBP5,12.341615,1.1284739,5.406044408879744e-35,4.771260983816023e-32
COX6A1,12.229778,0.67722523,2.155248272519345e-34,1.8534029888141995e-31
CXCL14,12.117888,1.3718927,8.491845970480427e-34,6.94633000385299e-31
EPS8L2,12.098803,1.1789173,1.0716276014614967e-33,8.358196859957135e-31
RASSF7,12.067439,1.2795578,1.5694241193981208e-33,1.1696743581416482e-30
DDR1,12.045566,0.77988523,2.0466885411956157e-33,1.4922139194482296e-30
SLC38A10,12.013397,1.1180756,3.0217074233924667e-33,2.1562132673560967e-30
FXYD3,11.990988,0.7350531,3.9615490852840706e-33,2.7679673587970245e-30
GAA,11.948419,0.9769643,6.617228637550974e-33,4.438572280923691e-30
PYDC1,11.854543,0.8638753,2.0383394241199728e-32,1.3404279922771695e-29
GRB7,11.801787,0.943423,3.821063956104081e-32,2.4644392876888208e-29
CAPN8,11.694026,1.6483696,1.3674713798580461e-31,8.493010210681324e-29
TPCN1,11.512493,1.1307322,1.1413063040590226e-30,6.9594783319148185e-28
CCS,11.398297,1.0156934,4.2637451955019045e-30,2.5087278309954892e-27
CRACR2B,11.387307,1.4791198,4.8370853236866154e-30,2.7970028894103745e-27
EFNA1,11.254616,0.9087707,2.1978282681970957e-29,1.2083731878490851e-26
KRT7,11.21269,0.7793207,3.5328970582190117e-29,1.9110693796540195e-26
AC009501.1,11.185348,0.76908565,4.810167067914791e-29,2.560688621011528e-26
SPDEF,11.164331,0.6953238,6.094802808468318e-29,3.193867134225163e-26
UBL5,11.147872,0.40024593,7.333909332914679e-29,3.784071557035269e-26
KAT2A,11.142457,1.1759964,7.793865238103053e-29,3.9604644296287916e-26
MDK,11.131735,0.6242196,8.790775771390284e-29,4.400373698819213e-26
CYHR1,11.129912,1.2354239,8.972405806578332e-29,4.4252433226621187e-26
ILF3,11.126964,1.0047104,9.274133439581928e-29,4.5077664825608505e-26
LLGL2,11.087826,1.0644071,1.4373867241599914e-28,6.789729007729266e-26
COPS9,10.909724,0.73196155,1.035701141026831e-27,4.824353453855258e-25
WDR90,10.8887615,1.5027915,1.3040142632473408e-27,5.990963063121824e-25
