names,scores,logfoldchanges,pvals,pvals_adj
HLA-DPA1,22.903006,1.8154314,4.336632419156205e-116,1.454419780736608e-111
HLA-DRA,22.375126,1.7047293,6.876337131753424e-111,1.1530929736237316e-106
HLA-DPB1,22.246767,1.7291337,1.2122280383139169e-109,1.3551901316324048e-105
FTH1,21.551792,0.77865374,5.093748683939669e-103,4.270853584049216e-99
CD74,21.107677,1.275965,6.7613332293508425e-99,4.535231876919371e-95
HLA-DRB1,20.691263,1.4437035,4.1519418574217703e-95,2.3207971002368558e-91
TYROBP,18.667944,1.3381184,9.02598541995421e-78,4.324478557348919e-74
HLA-DQA1,18.395716,1.7938896,1.4217088984743037e-75,5.9601591296289e-72
HLA-DQB1,17.904715,1.5025957,1.083494990473397e-71,4.0375838878329765e-68
APOC1,17.744503,1.1883379,1.9007467755569148e-70,6.37472453586278e-67
B2M,17.442757,0.76064116,3.907669168755418e-68,1.1914128052883564e-64
RPL32,17.230156,0.53288096,1.5772461592158824e-66,4.408140140648522e-63
FTL,16.315973,0.76449066,7.598529328538973e-60,1.9603036663118469e-56
HLA-B,16.162725,0.8127401,9.238468879770454e-59,2.213141209212439e-55
C1QA,15.982334,1.2916774,1.6967058223592627e-57,3.79360799135233e-54
C1QB,15.842817,1.1913534,1.5759904660670455e-56,3.3034730156847857e-53
RPS19,15.430755,0.42465922,1.0167489020643724e-53,2.0058661574961717e-50
TPT1,15.41279,0.63481003,1.342859571879862e-53,2.5020457956503786e-50
RPS14,14.885426,0.34127927,4.09868567574745e-50,7.23482737859042e-47
HLA-C,14.857016,0.6247556,6.265449968019454e-50,1.050653305137182e-46
RPL12,14.7056675,0.5275847,5.928332331035008e-49,9.467829034202481e-46
HLA-DMA,14.424101,1.2536589,3.6499701959019406e-47,5.564213655916331e-44
AIF1,14.297878,1.4296867,2.2558329722538345e-46,3.289396792323874e-43
HLA-DRB5,14.178857,1.2569822,1.2384719762069786e-45,1.7306613807512356e-42
RPL41,14.110721,0.2860543,3.262269741450949e-45,4.376400103551277e-42
TREM2,13.65624,1.2601413,1.8530606502029875e-42,2.390305695634915e-39
HLA-A,13.452029,0.7030219,2.995371211449095e-41,3.7206948033177685e-38
RPL28,13.43917,0.39386535,3.5641302409938967e-41,4.2690642865161894e-38
OLFML3,13.317497,1.0434128,1.8314371344962843e-40,2.049595573835781e-37
RPS12,13.317418,0.39360622,1.833379068968735e-40,2.049595573835781e-37
LAPTM5,13.183559,1.1339132,1.091185440234679e-39,1.180521848212602e-36
TMSB4X,13.022715,0.5446863,9.088136930475273e-39,9.52493551169624e-36
MS4A6A,12.856173,1.4985301,7.941266410455363e-38,8.070733117389454e-35
C1QC,12.567562,1.1618354,3.1839084105640617e-36,3.140644713926397e-33
NPC2,12.544375,0.9605568,4.267670127074271e-36,4.0894034491947685e-33
RPS27,12.506548,0.36570665,6.874737616771364e-36,6.404581949757722e-33
RPL13A,12.382937,0.33126354,3.232912512591245e-35,2.930416752629329e-32
RPS16,12.132866,0.46272635,7.0729690777550315e-34,6.108904153719198e-31
IFI27,12.13251,0.94253343,7.103800524630233e-34,6.108904153719198e-31
CD68,12.064492,1.0251509,1.626620430671728e-33,1.3638399000967104e-30
HLA-DMB,12.009335,1.3504319,3.173890492476901e-33,2.5962424228461054e-30
ISG15,11.996159,1.2623397,3.721741605305881e-33,2.9718992847321103e-30
POSTN,11.966878,1.1383921,5.298516000033942e-33,4.1325960374218226e-30
FCGR3A,11.940723,1.4375932,7.258923387574623e-33,5.53294937664722e-30
PSAP,11.884338,0.46917635,1.427606029402277e-32,1.0639789114243014e-29
RPL10,11.831634,0.20160586,2.6787634951367427e-32,1.9530515239107842e-29
RPS2,11.775566,0.38344842,5.216594874826636e-32,3.722428913019909e-29
CTSD,11.754476,0.44982415,6.697502982010179e-32,4.6796011460553624e-29
RPS28,11.686419,0.3337615,1.4956130109089027e-31,1.023670799180873e-28
RPLP2,11.594739,0.35873407,4.381984363042433e-31,2.939259831354342e-28
RARRES2,11.386808,0.89571494,4.8648364147025614e-30,3.137632378390279e-27
MDK,11.281478,0.4696537,1.6200101926910933e-29,1.0251302234429036e-26
CTSH,11.266481,0.8552353,1.9209326909268798e-29,1.1930414923760313e-26
RPLP1,11.206021,0.24516203,3.8093371096261467e-29,2.3228645087753038e-26
FCER1G,11.123641,1.00812,9.62620463525015e-29,5.765065197446777e-26
NUPR1,11.050123,0.39145926,2.189148826078482e-28,1.2880644443687743e-25
PABPC1,11.01835,0.68224794,3.117215929396661e-28,1.8025032386225038e-25
ITGB2,11.013483,1.0360917,3.2903313448844484e-28,1.8570467903578996e-25
FXYD5,11.012612,0.8226262,3.3222853903474858e-28,1.8570467903578996e-25
SAT1,10.99077,0.754672,4.232960140246273e-28,2.3272953636652375e-25
FN1,10.986102,0.8982359,4.45766540070196e-28,2.4113093904635863e-25
RPS18,10.951401,0.2865971,6.542818450559919e-28,3.483064209442517e-25
FXYD3,10.934584,0.5465619,7.876649460598201e-28,4.127610462649101e-25
RPS3,10.890624,0.1837419,1.2776233013717236e-27,6.592143120216133e-25
RPLP0,10.718581,0.26461676,8.327079328328315e-27,4.231417977476895e-24
BPIFB1,10.700222,0.7829895,1.01535063177487e-26,5.082511863950087e-24
OAZ1,10.689301,0.41008782,1.1422882850484802e-26,5.633833015287636e-24
MARCKS,10.674186,1.2478285,1.34430849109038e-26,6.534118575969443e-24
RPS5,10.621639,0.30148274,2.363732740636256e-26,1.1324981236494108e-23
RPS11,10.575542,0.37828675,3.8693228827047225e-26,1.8277373357767745e-23
CAPG,10.541672,0.56985265,5.550322194544839e-26,2.5853709133422887e-23
LST1,10.4999275,1.2928662,8.64464259266828e-26,3.971561962642586e-23
RPL18A,10.497079,0.2727018,8.909478360222312e-26,4.037920070880215e-23
HLA-E,10.371648,0.6911151,3.3372059807934733e-25,1.4923095224513535e-22
S100P,10.306677,0.5970331,6.573526670990204e-25,2.8631550323593436e-22
CCND1,10.295083,0.61514777,7.41554632545124e-25,3.18849477773056e-22
C3,10.283964,0.46399888,8.3231882697544e-25,3.5334568125445956e-22
RPL14,10.23858,0.44806406,1.3317682449015381e-24,5.583105424688474e-22
SERPINF1,10.222001,0.69135565,1.5804461575119533e-24,6.543827559337764e-22
RPS9,10.218558,0.2911263,1.6375814879134885e-24,6.697708285566168e-22
COTL1,10.209695,1.1656349,1.794278273367066e-24,7.250181293034296e-22
RPSA,10.184846,0.33135203,2.317258822722308e-24,9.251931713864377e-22
FMOD,10.160709,0.67219067,2.969073392945946e-24,1.1714915700308369e-21
RPL29,10.135267,0.26757059,3.8531810459645935e-24,1.5026509990646575e-21
RPL18,10.109864,0.223252,4.995327472833943e-24,1.925670031998905e-21
LUM,10.099023,0.9303338,5.5795325382227326e-24,2.1264359348512955e-21
EEF1A1,10.09293,0.36989748,5.937077821828118e-24,2.237277707735634e-21
LGALS1,9.994484,0.45080099,1.611244946926119e-23,6.0042147811120195e-21
RARRES3,9.980991,0.57514554,1.8461349652663582e-23,6.803920270890452e-21
TMSB10,9.939682,0.17515244,2.7971894195709074e-23,1.0196971603648815e-20
RPL8,9.90961,0.17992803,3.7811892420648574e-23,1.3635862881760343e-20
RPS24,9.884761,0.49339145,4.847357547623668e-23,1.72825398066416e-20
RPS15,9.883772,0.22464912,4.895465685583373e-23,1.72825398066416e-20
LILRB4,9.875937,1.6019542,5.2935579740393725e-23,1.8493265347222133e-20
BST2,9.818841,0.93567944,9.341155836596295e-23,3.229728705647078e-20
IL32,9.776661,0.8110969,1.4181177421417123e-22,4.853146207749872e-20
