names,scores,logfoldchanges,pvals,pvals_adj
RPL18A,31.731817,1.4059517,5.657978053798029e-221,3.7951453593655655e-217
RPLP1,31.105282,1.0746273,2.0433055183334896e-212,9.789768639124082e-209
RPL18,30.956339,1.1714027,2.087622986500446e-210,7.779411080139106e-207
S100A6,30.153378,1.3162377,9.68661817299991e-200,2.7072483357172584e-196
RPS9,29.746902,1.4117004,1.9017283240405888e-194,4.9061665024364054e-191
RPS15,28.691315,1.0793093,4.89653881791661e-181,9.12333993751596e-178
RPL8,28.531696,0.89157593,4.739094537050696e-179,7.946987629180312e-176
RPL28,27.689463,0.97304016,9.351812175196661e-169,1.206311833583637e-165
IGFBP4,27.462404,1.3404425,4.939950362474876e-166,5.917001973452942e-163
FAU,26.37436,0.9988044,2.6978969556720473e-153,2.320053028187926e-150
RPL36,25.143538,1.0612433,1.66295784117101e-139,9.295380012865555e-137
TIMP1,25.02067,1.6043496,3.64267521877781e-138,1.970452282054358e-135
C3,24.52299,2.6097648,8.400359485812359e-133,3.521640705439686e-130
RPL10,24.482885,0.55470055,2.2478195678190445e-132,8.86910266653119e-130
SERPING1,23.264687,3.1090126,1.0102932722478081e-119,2.732517400374757e-117
C1R,22.759974,3.2500772,1.1431484626344712e-114,2.625952954783212e-112
RPL7A,22.699495,0.5238114,4.531750743989023e-114,1.0132390430126924e-111
HLA-A,22.657265,1.0591238,1.1830576749602758e-113,2.6276416094581277e-111
IGKC,22.617197,5.1548862,2.9354733970735147e-113,6.3108914609648416e-111
AEBP1,22.286816,1.8156054,4.960347666822127e-110,9.398877968919802e-108
LRP1,22.063763,2.1531527,7.047158690954153e-108,1.2439347798801075e-105
BGN,22.057812,2.0727124,8.037888804726211e-108,1.4113859410099879e-105
LGALS1,21.994411,1.0708463,3.2573275684997266e-107,5.631147009914631e-105
RPS28,21.925817,0.666768,1.4736621649729667e-106,2.5088163293839268e-104
SERF2,21.224522,0.5770513,5.670086673889387e-100,7.956626228824363e-98
EEF1D,21.172264,0.84006345,1.7208636921670506e-99,2.3750751649340965e-97
DCN,21.075,2.5056095,1.3490435942987358e-98,1.8170371110679117e-96
TAGLN,21.005217,1.5219507,5.876429156973153e-98,7.66862572243446e-96
IFITM3,20.953321,1.0327896,1.74990752851679e-97,2.2314980491025133e-95
FTL,20.827566,0.94904566,2.4352202000301484e-96,3.024904261800412e-94
RPS19,20.711262,0.5596836,2.741838817215057e-95,3.2724480516640064e-93
CCDC80,20.435013,3.5647848,8.167202830839336e-93,9.137135577371581e-91
RPL29,19.81035,0.5910366,2.4238721688869706e-87,2.3494747052061046e-85
