names,scores,logfoldchanges,pvals,pvals_adj
MUC1,10.4380665,1.6702275,1.6615987243204028e-25,5.572669801625767e-21
MALAT1,10.2830925,1.7072108,8.398848016273347e-25,1.4084028238488774e-20
TFF1,10.086742,1.6756735,6.3233285627124056e-24,7.069059777874955e-20
KRT19,9.344813,1.5380207,9.205130191249625e-21,7.718041408853247e-17
RPL13,8.423821,1.5357276,3.643989951837287e-17,2.4442427000943784e-13
RPL36,8.077156,1.3006505,6.629443183786543e-16,3.56290735425504e-12
S100A6,8.063131,1.5636481,7.436445667536907e-16,3.56290735425504e-12
TFF3,7.9226947,1.366707,2.3241744382406083e-15,9.74352028871419e-12
IFI27,7.898419,1.3807534,2.8246326693544114e-15,1.0525836718312028e-11
MYL6,7.7846346,1.3081677,6.991499442386182e-15,2.3448090829874778e-11
ADIRF,7.7554665,1.2310944,8.801949191803415e-15,2.6836342908609357e-11
RPL18A,7.5390334,1.1728182,4.7346719520089645e-14,1.3232618993873056e-10
SERF2,7.4917865,1.1828382,6.79424088312399e-14,1.752809621063172e-10
RPL28,7.3746004,1.3838521,1.648384654263059e-13,3.948823181048177e-10
TFF2,7.347529,1.4152545,2.019044370565337e-13,4.5143140066680176e-10
SMIM22,7.3354144,1.3468808,2.2103647510106502e-13,4.633200813712199e-10
PGC,7.081426,1.4764497,1.4267822415519444e-12,2.814789577480536e-09
RPS15,6.9021764,1.1816169,5.121184112144957e-12,9.541904041839864e-09
RPL18,6.623726,1.0537381,3.502559628836922e-11,5.9311404721590905e-08
SCGB1D2,6.6222816,1.3336233,3.536967304048596e-11,5.9311404721590905e-08
FTL,6.5618014,1.2254441,5.3161568384721335e-11,8.490155621365639e-08
UQCRQ,6.4188485,1.0395912,1.3730877862467283e-10,2.0932099170519441e-07
WFDC2,6.3868847,1.078525,1.6929918633175227e-10,2.4686765700844816e-07
RPS2,6.285168,1.1536361,3.274986611010595e-10,4.576520873336389e-07
RPL35,6.144592,0.9683788,8.016936171042389e-10,1.0754880212176785e-06
RPL39,6.0970187,1.008266,1.0806491905018131e-09,1.3939543288865312e-06
NEAT1,6.0488863,1.0220811,1.4585058844081057e-09,1.8116803833807054e-06
RPS21,5.9880333,1.0074155,2.1239334708931107e-09,2.544017169529041e-06
MT-ATP6,5.9130626,1.0639158,3.358046835391457e-09,3.88352326777099e-06
TMSB10,5.8685646,1.3146851,4.395844016830221e-09,4.881601439099604e-06
CPB1,5.864231,0.68263495,4.512184525376818e-09,4.881601439099604e-06
S100A11,5.8399086,0.8852775,5.2229432857230545e-09,5.473970997393118e-06
CLEC3A,5.833525,1.3715369,5.426839689902103e-09,5.515313621816265e-06
RPL10,5.776074,1.2623386,7.646380936189327e-09,7.542480112879931e-06
MT-CO2,5.752823,1.1682725,8.776531594870692e-09,8.409923332250664e-06
MUC5AC,5.7186227,1.6079705,1.073910621724043e-08,1.0004670675383598e-05
MT-CO1,5.7092104,1.016918,1.1350151666026514e-08,1.028814558311344e-05
ELOB,5.696024,0.91546494,1.2263357312387346e-08,1.0823380987969654e-05
HLA-B,5.575577,0.9693812,2.46711328452428e-08,2.1215909060609052e-05
FXYD3,5.4725556,0.96728706,4.4359162284644025e-08,3.719293961755978e-05
RPS19,5.463609,0.88701296,4.6654961541755325e-08,3.816375854115586e-05
PGGHG,5.239349,1.0963056,1.6114426229804776e-07,0.00012686439990935818
XBP1,5.2376246,1.0278646,1.6265636579707796e-07,0.00012686439990935818
FAU,5.2129297,0.8252127,1.8588154452712492e-07,0.00014168398273524353
RPLP0,5.136188,0.7971722,2.8036730958390104e-07,0.00020895464064055272
ANKRD30A,5.1139154,1.7031205,3.155483473842351e-07,0.00023006218422983644
IFI6,5.0809264,0.972541,3.7559837676068004e-07,0.00026567176054080984
HSPB1,5.0785966,0.789844,3.802327063617053e-07,0.00026567176054080984
RPL7A,5.0156474,0.78970706,5.285522324026622e-07,0.00036176703612898943
ISG15,4.9881563,0.97369224,6.095822862785655e-07,0.00040888341434421055
CTSD,4.8029885,0.9454012,1.5631468261383668e-06,0.001027937612843697
LYZ,4.79805,1.054727,1.602180368724957e-06,0.0010333447155057233
RPL15,4.7807164,0.73074895,1.7467159336602948e-06,0.0011053086600584711
RPL30,4.742369,0.7818362,2.112334807871707e-06,0.0013119163849333573
MT-ND1,4.7058387,0.7760999,2.528244364684216e-06,0.001541677445505077
RPS9,4.678208,0.78733575,2.893929869404089e-06,0.0017331539278584703
DBI,4.615631,0.8315238,3.919024162467156e-06,0.0023058988133477804
TAGLN2,4.608735,0.82008404,4.0512601215836575e-06,0.0023426062406495295
RPL8,4.5468106,0.7709682,5.446494424182803e-06,0.003096008983021065
AZGP1,4.5131226,0.7549838,6.388004601478645e-06,0.0035706816387398466
RPS18,4.487915,0.7097415,7.1923642432242045e-06,0.003954385442446777
MT-ND3,4.4571157,0.7937617,8.306974696793864e-06,0.004493537377114074
RPL3,4.379116,0.69605345,1.1916162479959448e-05,0.006343559638934603
MT-CYB,4.3447294,0.6786223,1.3944758715281749e-05,0.007195066427586451
H2AFJ,4.3245535,0.8058583,1.5284100401579294e-05,0.0077666387767904
RPL19,4.3181233,0.6748921,1.5736132243179162e-05,0.007876991092115563
RPS5,4.2941737,0.6443117,1.7534502799414803e-05,0.008591053452549595
KRT8,4.292403,0.87725985,1.7674956414393287e-05,0.008591053452549595
MT-CO3,4.2834573,1.0300754,1.840116189048183e-05,0.008816259535471138
CST3,4.257504,0.6715799,2.067221655977824e-05,0.009764856323687924
HLA-A,4.216081,0.6904745,2.4858446909316603e-05,0.011579202672842502
ACTB,4.128716,0.7610233,3.647949002144831e-05,0.016759577210127857
TSTD1,4.0848703,0.760373,4.4101469448156215e-05,0.01998750111286842
RPS15A,4.05668,0.9094567,4.977513465729512e-05,0.022258112881818184
CD74,3.9636772,0.6837174,7.380404331962146e-05,0.03256894743228243
RPS14,3.958412,0.7001974,7.544974142964151e-05,0.032862771793082036
RPLP2,3.8921542,0.610987,9.935805862994665e-05,0.04272141756834808
HLA-C,3.887681,0.6269425,0.00010120647123713631,0.04296534977659592
FTH1,3.7903912,1.3660932,0.00015041019007512723,0.06305571193424521
GAPDH,3.7387643,0.69059265,0.0001849270627873858,0.07563516868004079
RPS11,3.735689,0.5592611,0.00018720193858268833,0.07564311585766507
RPL29,3.7144418,0.70014745,0.00020365276870484207,0.08131079234313088
RPS28,3.7066138,0.97036195,0.00021004884832383737,0.08287786205982187
MT-ND4,3.6674743,0.71601427,0.0002449582319330841,0.0955280137508346
ATP5F1E,3.6637933,0.5843551,0.000248507411454073,0.09579817891203102
RPL9,3.5386398,0.51521677,0.00040219441409929666,0.15155950854002484
H3F3B,3.4957259,0.5821825,0.00047277405898128456,0.17617662655682578
RPSA,3.4848692,0.60205173,0.00049237743011513,0.18146543133188167
COL1A2,3.4134862,0.77980345,0.0006413741977216582,0.22840800406383185
RPL32,3.41111,0.7014598,0.0006469902911939897,0.22840800406383185
RPS29,3.3709917,0.54781616,0.0007489811012424114,0.25814651079426115
AGR2,3.3690348,0.5800204,0.0007543192217138051,0.25814651079426115
NUPR1,3.3652139,0.7043775,0.0007648432311507963,0.25910416450843843
IGFBP5,3.3567338,0.6263831,0.000788690313559913,0.26451095736172364
SLC39A6,3.3433144,0.5545309,0.0008278404326916062,0.2748922022931791
H3F3A,3.3280313,0.53187424,0.0008746202704902725,0.2847865498223569
RPS23,3.3127017,0.51787984,0.0009239948634510769,0.2951327593373545
PFDN5,3.29439,0.5892468,0.0009863557114998876,0.3091625967503106
RPL11,3.2785943,0.5390809,0.001043255051482338,0.32396933256124677
BST2,3.2757053,0.5615245,0.0010539843600383732,0.32429841712813723
MIF,3.2669456,0.67941046,0.0010871456959661643,0.3314608395573929
ACTG1,3.228505,0.5877361,0.0012443912115604088,0.37598551759741433
UBB,3.2091682,0.5775008,0.001331196458421032,0.3950943966595095
RPS3,3.2033436,0.47765222,0.0013584173645861538,0.3993341463199297
APOE,3.1977057,0.83400625,0.0013852554064112254,0.3993341463199297
RPL24,3.1921144,0.4725369,0.0014123538265248471,0.3996547296485712
UBA52,3.1909494,0.5653731,0.001418060493415826,0.3996547296485712
MT-ND2,3.1865697,0.7848656,0.00143970832327189,0.402374481215772
RPL23A,3.1554444,0.44781128,0.0016025385285878158,0.4334349771917594
RPS12,3.0296385,0.6606044,0.00244846658934904,0.6220960035877887
MAGED2,3.0198536,0.7229442,0.002528969456701441,0.6282709454729847
SELENOM,2.987377,0.5785344,0.0028138250860469042,0.6888325966119787
RPS8,2.978524,0.5519701,0.0028964036382507635,0.7039100378235804
COX6C,2.9594667,0.74333537,0.003081719852606153,0.7435591396885264
RPS26,2.947585,0.6521227,0.0032026663538580412,0.7564156632090915
H1FX,2.9435313,0.64185953,0.003244909993066877,0.7610335059264121
UBC,2.933467,0.7283858,0.0033519945895127694,0.780688850993606
NME3,2.920467,0.6725977,0.003495073236306587,0.8083983875810367
ATP5MC2,2.862177,0.49213365,0.004207420751017622,0.9344932261432385
GPX4,2.8203347,0.51356906,0.004797357655590161,1.0
MTRNR2L8,2.819729,0.58118355,0.004806422072256884,1.0
TPT1,2.8195891,0.40660167,0.004808516060385165,1.0
MUC6,2.799134,1.3483702,0.005123984921961251,1.0
GJA1,2.7798438,0.5245606,0.00543850363482997,1.0
RPS16,2.7478333,0.39986598,0.005999050448642964,1.0
RPL37,2.7099984,0.5407465,0.006728354695001186,1.0
UQCR11,2.7045467,0.50373816,0.006839764617988872,1.0
RPL14,2.68507,0.42425695,0.007251458912651985,1.0
COX6A1,2.6084218,0.47113144,0.009096080993748264,1.0
SCGB2A2,2.5904827,0.93870026,0.00958414251552801,1.0
OAZ1,2.578275,0.4977536,0.009929496421968739,1.0
RPL34,2.462114,0.43201628,0.013812069511785032,1.0
PYCARD,2.460996,0.8530699,0.013855195441909135,1.0
MGST3,2.4463186,0.5683211,0.01443234288329652,1.0
RPLP1,2.4388633,0.9937705,0.01473353759881686,1.0
RPL13A,2.4007955,0.4216029,0.016359478554410826,1.0
BTF3,2.3776379,0.42670557,0.01742392913116362,1.0
SREBF1,2.3663154,0.8432852,0.017966135465980033,1.0
PFN1,2.36543,0.39102936,0.018009146612720583,1.0
MZT2B,2.3627274,0.5273195,0.018141002176923257,1.0
COL1A1,2.3460467,0.5289043,0.01897373543222562,1.0
CYB5A,2.3411076,0.50073063,0.019226627764905607,1.0
COX5B,2.2824914,0.7458176,0.02246034883662547,1.0
