names,scores,logfoldchanges,pvals,pvals_adj
COL3A1,16.758318,4.727846,4.923508168096625e-63,1.651246169416246e-58
SPARC,15.9443,4.1773405,3.121211705021542e-57,5.233959908150624e-53
COL1A1,15.228752,4.2749505,2.2789907495199257e-52,2.5477597252466425e-48
COL1A2,14.395927,3.9623392,5.488348199221262e-47,4.601705547637067e-43
COL6A1,13.987096,4.303541,1.8688924450387673e-44,1.2535782964342036e-40
VIM,13.7472925,3.6440876,5.28714555181582e-43,2.955338125279983e-39
FN1,13.578483,3.8138025,5.372807869078195e-42,2.574189004473493e-38
COL6A2,13.387514,3.9686682,7.153482294959959e-41,2.9989186151045884e-37
LGALS1,12.860457,3.4972255,7.513086588312771e-38,2.799709977764819e-34
POSTN,11.896725,3.6212034,1.2308356883301978e-32,3.752706119565288e-29
ACTB,11.693511,2.7562742,1.3757828850358488e-31,3.8450838665276915e-28
TMSB4X,11.643582,2.8942049,2.4739996895178526e-31,6.382538583619211e-28
COL6A3,11.292406,4.1232414,1.4306634750901282e-29,3.1987727751715144e-26
IGFBP7,10.958722,2.9523745,6.03455626182639e-28,1.2649184244320841e-24
LUM,10.6934805,3.7741451,1.0919478200871893e-26,2.1542203523578913e-23
DCN,10.564759,3.9702153,4.3408101679113956e-26,8.087893967300689e-23
HLA-A,10.494786,2.5401115,9.128409263470113e-26,1.6113083677803192e-22
HLA-B,10.417889,2.5285363,2.0546330164166663e-25,3.445414105229108e-22
MMP2,10.315554,3.7602434,5.993509431464514e-25,9.571919967259852e-22
AEBP1,10.064306,3.067325,7.944531993041442e-24,1.2111077908301085e-20
TPT1,9.934273,2.4130628,2.9532160185962824e-23,4.3063025578992224e-20
PSAP,9.634774,2.284242,5.701725038358926e-22,7.648978173459266e-19
CD74,9.597018,2.4152243,8.229085946829025e-22,1.0614887864798148e-18
RPLP2,9.400583,2.2893634,5.426146820389332e-21,6.740078224526571e-18
MYL9,9.394679,3.5086675,5.739243422743095e-21,6.874383782569926e-18
TAGLN,9.306411,3.2501125,1.3222463301197302e-20,1.5291550834329488e-17
CTHRC1,9.182719,3.8941197,4.203399694652578e-20,4.699120631975272e-17
HLA-DRB1,9.099845,2.7437205,9.046083350284413e-20,9.786694948446408e-17
CTGF,9.090879,3.4138858,9.824091295354214e-20,1.0296261683237175e-16
COL18A1,8.990876,2.8745456,2.4526628463836727e-19,2.4926486830913827e-16
BGN,8.846994,3.1569226,8.990774607842766e-19,8.868605846995019e-16
IGFBP4,8.75931,2.381065,1.9644976360890983e-18,1.882437763404462e-15
RPL31,8.748449,2.1451547,2.16304583408162e-18,2.015117532873038e-15
FLNA,8.679643,3.0070007,3.970148870502814e-18,3.59867169780874e-15
